movie_id,cluster_id,cluster_genre
277,7,Comedy
278,14,Drama
279,12,Drama
280,4,Drama
281,0,Comedy
282,11,Drama
283,18,Drama
284,1,Drama
285,1,Drama
286,10,Drama
287,1,Drama
288,11,Drama
289,14,Drama
290,12,Drama
291,1,Drama
292,10,Drama
293,1,Drama
294,9,Drama
295,14,Drama
296,18,Drama
297,24,Drama
298,12,Drama
299,23,Drama
300,0,Comedy
301,16,Drama
302,6,Drama
303,13,Drama
304,0,Comedy
305,15,Comedy
306,9,Drama
307,6,Drama
308,9,Drama
309,23,Drama
310,23,Drama
311,1,Drama
312,0,Comedy
313,7,Comedy
314,7,Comedy
315,20,Drama
316,10,Drama
317,7,Comedy
318,18,Drama
319,11,Drama
320,11,Drama
321,9,Drama
322,1,Drama
324,12,Drama
325,23,Drama
326,24,Drama
327,10,Drama
328,5,Horror
329,10,Drama
330,5,Horror
331,23,Drama
332,5,Horror
333,0,Comedy
334,23,Drama
335,18,Drama
336,24,Drama
337,0,Comedy
338,10,Drama
339,14,Drama
340,2,Documentary
341,14,Drama
342,14,Drama
343,8,Drama
344,0,Comedy
345,22,Drama
346,1,Drama
347,14,Drama
348,4,Drama
349,20,Drama
350,11,Drama
351,8,Drama
352,0,Comedy
353,22,Drama
354,12,Drama
355,7,Comedy
356,12,Drama
357,14,Drama
358,12,Drama
359,14,Drama
360,14,Drama
361,0,Comedy
362,7,Comedy
363,21,Documentary
364,7,Comedy
365,12,Drama
366,3,Thriller
367,7,Comedy
368,13,Drama
369,15,Comedy
370,0,Comedy
371,0,Comedy
372,14,Drama
373,1,Drama
374,0,Comedy
375,8,Drama
376,13,Drama
377,18,Drama
378,14,Drama
379,10,Drama
380,20,Drama
381,14,Drama
382,5,Horror
383,13,Drama
384,20,Drama
385,6,Drama
386,8,Drama
387,18,Drama
388,1,Drama
389,23,Drama
390,18,Drama
391,12,Drama
392,7,Comedy
393,18,Drama
394,18,Drama
395,1,Drama
396,0,Comedy
397,3,Thriller
398,7,Comedy
399,18,Drama
400,11,Drama
401,23,Drama
402,0,Comedy
403,23,Drama
404,1,Drama
405,22,Drama
406,1,Drama
407,5,Horror
408,13,Drama
409,18,Drama
410,0,Comedy
411,21,Documentary
412,6,Drama
413,0,Comedy
414,0,Comedy
415,18,Drama
416,13,Drama
417,14,Drama
418,1,Drama
419,13,Drama
420,18,Drama
421,6,Drama
422,11,Drama
423,20,Drama
424,0,Comedy
425,24,Drama
426,5,Horror
427,6,Drama
428,18,Drama
429,23,Drama
430,14,Drama
431,18,Drama
432,0,Comedy
433,23,Drama
434,20,Drama
435,10,Drama
436,11,Drama
437,18,Drama
438,13,Drama
439,18,Drama
440,0,Comedy
441,0,Comedy
442,18,Drama
443,21,Documentary
444,13,Drama
445,18,Drama
446,6,Drama
447,23,Drama
448,12,Drama
449,0,Comedy
450,12,Drama
451,11,Drama
452,4,Drama
453,14,Drama
454,18,Drama
455,7,Comedy
456,18,Drama
457,18,Drama
458,13,Drama
459,18,Drama
460,0,Comedy
461,14,Drama
462,0,Comedy
463,11,Drama
464,18,Drama
465,24,Drama
466,20,Drama
467,8,Drama
468,24,Drama
469,6,Drama
470,0,Comedy
471,0,Comedy
472,0,Comedy
473,0,Comedy
474,20,Drama
475,12,Drama
476,23,Drama
477,2,Documentary
478,23,Drama
479,18,Drama
480,10,Drama
481,11,Drama
482,18,Drama
483,12,Drama
484,7,Comedy
485,7,Comedy
486,0,Comedy
487,13,Drama
488,6,Drama
489,0,Comedy
490,11,Drama
491,12,Drama
492,4,Drama
493,18,Drama
494,20,Drama
495,16,Drama
496,14,Drama
497,6,Drama
498,6,Drama
499,14,Drama
500,0,Comedy
501,11,Drama
502,16,Drama
503,0,Comedy
504,20,Drama
505,12,Drama
506,9,Drama
507,20,Drama
508,12,Drama
509,6,Drama
510,8,Drama
511,12,Drama
512,10,Drama
513,4,Drama
514,0,Comedy
515,6,Drama
516,0,Comedy
517,16,Drama
518,0,Comedy
519,10,Drama
520,22,Drama
521,18,Drama
522,18,Drama
523,15,Comedy
524,12,Drama
525,12,Drama
526,9,Drama
527,24,Drama
528,0,Comedy
529,12,Drama
530,12,Drama
531,6,Drama
532,8,Drama
533,22,Drama
534,6,Drama
535,12,Drama
536,12,Drama
537,6,Drama
538,12,Drama
539,14,Drama
540,11,Drama
541,10,Drama
542,14,Drama
543,11,Drama
544,18,Drama
545,18,Drama
546,7,Comedy
547,18,Drama
548,20,Drama
549,23,Drama
550,14,Drama
551,7,Comedy
552,22,Drama
553,13,Drama
554,18,Drama
555,18,Drama
556,21,Documentary
557,9,Drama
558,7,Comedy
559,14,Drama
560,19,Drama
561,11,Drama
562,8,Drama
563,6,Drama
564,18,Drama
565,5,Horror
566,14,Drama
567,14,Drama
568,17,Drama
569,0,Comedy
570,9,Drama
571,14,Drama
572,23,Drama
573,1,Drama
574,0,Comedy
575,0,Comedy
576,9,Drama
577,7,Comedy
578,6,Drama
579,18,Drama
580,7,Comedy
581,21,Documentary
582,9,Drama
583,9,Drama
584,9,Drama
585,15,Comedy
586,0,Comedy
587,5,Horror
588,7,Comedy
589,10,Drama
590,13,Drama
591,20,Drama
592,18,Drama
593,11,Drama
594,7,Comedy
595,7,Comedy
596,7,Comedy
597,15,Comedy
598,9,Drama
599,13,Drama
600,18,Drama
601,6,Drama
602,2,Documentary
603,14,Drama
604,23,Drama
605,14,Drama
606,5,Horror
607,6,Drama
608,18,Drama
609,7,Comedy
610,5,Horror
611,5,Horror
612,14,Drama
613,6,Drama
614,11,Drama
615,1,Drama
616,7,Comedy
617,6,Drama
618,14,Drama
619,7,Comedy
620,22,Drama
621,8,Drama
623,14,Drama
624,18,Drama
625,19,Drama
626,14,Drama
627,0,Comedy
628,11,Drama
629,12,Drama
630,12,Drama
631,7,Comedy
632,24,Drama
633,0,Comedy
634,10,Drama
635,0,Comedy
636,11,Drama
637,0,Comedy
638,14,Drama
639,8,Drama
640,11,Drama
641,7,Comedy
642,9,Drama
643,0,Comedy
644,0,Comedy
645,6,Drama
647,24,Drama
648,20,Drama
649,1,Drama
650,6,Drama
651,14,Drama
652,11,Drama
653,22,Drama
654,23,Drama
655,24,Drama
656,0,Comedy
657,0,Comedy
658,0,Comedy
659,4,Drama
660,6,Drama
661,7,Comedy
662,11,Drama
663,0,Comedy
664,14,Drama
665,24,Drama
666,6,Drama
667,1,Drama
668,17,Drama
669,17,Drama
670,17,Drama
671,10,Drama
672,23,Drama
673,7,Comedy
674,10,Drama
675,1,Drama
676,23,Drama
678,1,Drama
679,12,Drama
680,10,Drama
681,4,Drama
682,21,Documentary
683,21,Documentary
684,11,Drama
685,1,Drama
687,6,Drama
688,0,Comedy
690,1,Drama
691,8,Drama
692,10,Drama
693,1,Drama
694,18,Drama
695,11,Drama
696,11,Drama
697,14,Drama
698,1,Drama
699,14,Drama
700,14,Drama
701,6,Drama
702,15,Comedy
703,8,Drama
704,22,Drama
705,9,Drama
706,8,Drama
707,4,Drama
708,14,Drama
709,7,Comedy
710,0,Comedy
711,7,Comedy
712,23,Drama
713,9,Drama
714,13,Drama
715,6,Drama
716,18,Drama
717,9,Drama
718,6,Drama
719,0,Comedy
720,7,Comedy
721,1,Drama
722,21,Documentary
723,8,Drama
724,8,Drama
725,0,Comedy
726,18,Drama
727,23,Drama
728,6,Drama
729,9,Drama
730,1,Drama
731,18,Drama
732,18,Drama
733,20,Drama
734,4,Drama
735,5,Horror
736,13,Drama
737,10,Drama
738,23,Drama
739,23,Drama
741,1,Drama
742,5,Horror
743,20,Drama
744,17,Drama
745,21,Documentary
746,18,Drama
747,0,Comedy
748,10,Drama
749,24,Drama
750,1,Drama
751,11,Drama
752,1,Drama
753,6,Drama
754,8,Drama
755,24,Drama
756,1,Drama
757,23,Drama
758,1,Drama
759,21,Documentary
760,24,Drama
761,23,Drama
762,0,Comedy
763,1,Drama
764,8,Drama
765,0,Comedy
766,6,Drama
767,6,Drama
768,9,Drama
769,1,Drama
770,1,Drama
771,1,Drama
772,9,Drama
773,16,Drama
774,19,Drama
775,5,Horror
776,8,Drama
777,24,Drama
778,12,Drama
779,14,Drama
780,23,Drama
781,6,Drama
782,12,Drama
783,7,Comedy
784,0,Comedy
785,0,Comedy
786,20,Drama
787,21,Documentary
788,0,Comedy
789,9,Drama
790,23,Drama
791,1,Drama
792,23,Drama
793,6,Drama
794,9,Drama
795,23,Drama
796,14,Drama
797,4,Drama
798,18,Drama
799,5,Horror
800,13,Drama
801,8,Drama
802,10,Drama
803,14,Drama
804,14,Drama
805,11,Drama
806,13,Drama
807,23,Drama
808,7,Comedy
809,18,Drama
810,0,Comedy
811,14,Drama
812,22,Drama
813,0,Comedy
814,1,Drama
815,1,Drama
816,23,Drama
818,0,Comedy
819,23,Drama
820,6,Drama
821,11,Drama
822,24,Drama
823,6,Drama
824,24,Drama
825,0,Comedy
826,1,Drama
827,23,Drama
828,7,Comedy
829,0,Comedy
830,14,Drama
831,14,Drama
832,20,Drama
833,0,Comedy
834,0,Comedy
835,8,Drama
836,10,Drama
837,8,Drama
838,14,Drama
839,22,Drama
840,0,Comedy
841,1,Drama
842,5,Horror
843,23,Drama
844,1,Drama
845,1,Drama
846,14,Drama
847,0,Comedy
848,0,Comedy
849,20,Drama
850,18,Drama
851,2,Documentary
852,0,Comedy
853,7,Comedy
854,16,Drama
855,9,Drama
856,9,Drama
857,6,Drama
858,18,Drama
859,2,Documentary
860,14,Drama
861,18,Drama
862,8,Drama
863,1,Drama
864,14,Drama
865,12,Drama
866,18,Drama
867,0,Comedy
868,4,Drama
869,4,Drama
870,0,Comedy
871,23,Drama
872,1,Drama
873,6,Drama
874,11,Drama
875,23,Drama
876,18,Drama
877,8,Drama
878,8,Drama
879,5,Horror
880,5,Horror
881,0,Comedy
882,11,Drama
884,8,Drama
885,0,Comedy
886,18,Drama
887,23,Drama
888,7,Comedy
889,14,Drama
890,23,Drama
891,5,Horror
892,6,Drama
893,24,Drama
894,6,Drama
895,9,Drama
896,9,Drama
897,24,Drama
898,15,Comedy
899,15,Comedy
900,15,Comedy
901,15,Comedy
902,15,Comedy
903,4,Drama
904,4,Drama
905,15,Comedy
906,4,Drama
907,15,Comedy
908,4,Drama
909,15,Comedy
910,15,Comedy
911,15,Comedy
912,24,Drama
913,4,Drama
914,15,Comedy
915,15,Comedy
916,15,Comedy
917,15,Comedy
918,15,Comedy
919,7,Comedy
920,6,Drama
921,0,Comedy
922,1,Drama
923,4,Drama
924,10,Drama
925,15,Comedy
926,15,Comedy
927,15,Comedy
928,6,Drama
929,4,Drama
930,4,Drama
931,4,Drama
932,15,Comedy
933,4,Drama
934,15,Comedy
935,15,Comedy
936,6,Drama
937,15,Comedy
938,15,Comedy
939,15,Comedy
940,22,Drama
941,13,Drama
942,4,Drama
943,15,Comedy
944,24,Drama
945,15,Comedy
946,24,Drama
947,15,Comedy
948,13,Drama
949,24,Drama
950,4,Drama
951,15,Comedy
952,22,Drama
953,15,Comedy
954,15,Comedy
955,15,Comedy
956,15,Comedy
957,6,Drama
958,4,Drama
959,15,Comedy
960,15,Comedy
961,15,Comedy
962,4,Drama
963,4,Drama
964,13,Drama
965,4,Drama
966,24,Drama
967,13,Drama
968,5,Horror
969,6,Drama
970,4,Drama
971,15,Comedy
972,6,Drama
973,15,Comedy
974,6,Drama
975,15,Comedy
976,24,Drama
977,4,Drama
978,6,Drama
979,23,Drama
980,18,Drama
981,18,Drama
982,15,Comedy
983,14,Drama
984,0,Comedy
985,23,Drama
986,8,Drama
987,14,Drama
988,15,Comedy
989,12,Drama
990,20,Drama
991,24,Drama
992,11,Drama
993,10,Drama
994,0,Comedy
996,13,Drama
997,11,Drama
998,11,Drama
999,18,Drama
1000,3,Thriller
1001,4,Drama
1002,23,Drama
1003,11,Drama
1004,18,Drama
1005,7,Comedy
1006,4,Drama
1007,23,Drama
1008,13,Drama
1009,22,Drama
1010,15,Comedy
1011,15,Comedy
1012,13,Drama
1013,8,Drama
1014,8,Drama
1015,7,Comedy
1016,7,Comedy
1017,7,Comedy
1018,4,Drama
1019,10,Drama
1020,0,Comedy
1021,0,Comedy
1022,7,Comedy
1023,7,Comedy
1024,7,Comedy
1025,22,Drama
1026,7,Comedy
1027,22,Drama
1028,7,Comedy
1029,7,Comedy
1030,7,Comedy
1031,7,Comedy
1032,7,Comedy
1033,7,Comedy
1034,11,Drama
1035,6,Drama
1036,18,Drama
1037,10,Drama
1038,8,Drama
1039,21,Documentary
1040,20,Drama
1041,8,Drama
1042,2,Documentary
1043,14,Drama
1044,6,Drama
1045,14,Drama
1046,14,Drama
1047,11,Drama
1049,22,Drama
1050,21,Documentary
1051,0,Comedy
1052,23,Drama
1053,18,Drama
1054,12,Drama
1055,20,Drama
1056,6,Drama
1057,14,Drama
1058,1,Drama
1059,6,Drama
1060,14,Drama
1061,11,Drama
1062,12,Drama
1063,14,Drama
1064,22,Drama
1065,4,Drama
1066,15,Comedy
1067,15,Comedy
1068,4,Drama
1069,4,Drama
1070,4,Drama
1071,6,Drama
1073,7,Comedy
1075,9,Drama
1076,6,Drama
1077,10,Drama
1078,0,Comedy
1079,0,Comedy
1080,0,Comedy
1081,15,Comedy
1082,0,Comedy
1083,15,Comedy
1084,4,Drama
1085,15,Comedy
1086,4,Drama
1087,6,Drama
1088,14,Drama
1089,18,Drama
1090,24,Drama
1091,18,Drama
1092,11,Drama
1093,2,Documentary
1094,12,Drama
1095,4,Drama
1096,24,Drama
1097,10,Drama
1098,23,Drama
1099,7,Comedy
1100,13,Drama
1101,20,Drama
1102,0,Comedy
1103,15,Comedy
1104,6,Drama
1105,3,Thriller
1106,21,Documentary
1107,0,Comedy
1108,1,Drama
1109,23,Drama
1110,11,Drama
1111,21,Documentary
1112,0,Comedy
1113,0,Comedy
1114,4,Drama
1115,23,Drama
1116,23,Drama
1117,12,Drama
1118,1,Drama
1119,12,Drama
1120,0,Comedy
1121,0,Comedy
1122,21,Documentary
1123,21,Documentary
1124,15,Comedy
1125,1,Drama
1126,0,Comedy
1127,10,Drama
1128,5,Horror
1129,20,Drama
1130,1,Drama
1131,6,Drama
1132,6,Drama
1133,14,Drama
1134,18,Drama
1135,24,Drama
1136,1,Drama
1137,18,Drama
1138,23,Drama
1139,8,Drama
1140,15,Comedy
1141,23,Drama
1142,1,Drama
1143,4,Drama
1144,21,Documentary
1145,21,Documentary
1146,0,Comedy
1147,2,Documentary
1148,7,Comedy
1149,23,Drama
1150,24,Drama
1151,5,Horror
1152,4,Drama
1153,18,Drama
1154,4,Drama
1155,1,Drama
1156,1,Drama
1157,23,Drama
1158,15,Comedy
1159,23,Drama
1160,15,Comedy
1161,24,Drama
1162,6,Drama
1163,23,Drama
1164,1,Drama
1165,11,Drama
1166,1,Drama
1167,0,Comedy
1168,5,Horror
1169,21,Documentary
1170,23,Drama
1171,0,Comedy
1172,9,Drama
1173,4,Drama
1174,23,Drama
1175,5,Horror
1176,6,Drama
1177,6,Drama
1178,24,Drama
1179,18,Drama
1180,15,Comedy
1181,20,Drama
1183,24,Drama
1184,24,Drama
1185,12,Drama
1186,14,Drama
1187,12,Drama
1188,14,Drama
1189,21,Documentary
1190,8,Drama
1191,2,Documentary
1192,21,Documentary
1193,12,Drama
1194,0,Comedy
1196,10,Drama
1197,7,Comedy
1198,22,Drama
1199,10,Drama
1200,10,Drama
1201,13,Drama
1202,0,Comedy
1203,4,Drama
1204,24,Drama
1205,10,Drama
1206,10,Drama
1207,12,Drama
1208,24,Drama
1209,13,Drama
1210,10,Drama
1211,6,Drama
1212,4,Drama
1213,18,Drama
1214,10,Drama
1215,5,Horror
1216,9,Drama
1217,22,Drama
1218,18,Drama
1219,4,Drama
1220,2,Documentary
1221,18,Drama
1222,24,Drama
1223,1,Drama
1224,6,Drama
1225,6,Drama
1226,15,Comedy
1227,12,Drama
1228,18,Drama
1230,15,Comedy
1231,10,Drama
1232,10,Drama
1233,24,Drama
1234,4,Drama
1235,15,Comedy
1236,14,Drama
1237,22,Drama
1238,13,Drama
1240,10,Drama
1241,5,Horror
1242,24,Drama
1243,6,Drama
1244,14,Drama
1245,18,Drama
1246,12,Drama
1247,14,Drama
1248,4,Drama
1249,20,Drama
1250,24,Drama
1251,9,Drama
1252,4,Drama
1253,10,Drama
1254,13,Drama
1255,10,Drama
1256,15,Comedy
1257,0,Comedy
1258,3,Thriller
1259,12,Drama
1260,23,Drama
1261,5,Horror
1262,24,Drama
1263,24,Drama
1264,4,Drama
1265,7,Comedy
1266,13,Drama
1267,24,Drama
1268,0,Comedy
1269,4,Drama
1270,10,Drama
1271,8,Drama
1272,24,Drama
1273,18,Drama
1274,16,Drama
1275,22,Drama
1276,18,Drama
1277,6,Drama
1278,5,Horror
1279,9,Drama
1280,16,Drama
1281,24,Drama
1282,7,Comedy
1283,13,Drama
1284,4,Drama
1285,8,Drama
1286,6,Drama
1287,22,Drama
1288,0,Comedy
1289,21,Documentary
1290,14,Drama
1291,22,Drama
1292,15,Comedy
1293,24,Drama
1294,24,Drama
1295,6,Drama
1296,6,Drama
1297,10,Drama
1298,2,Documentary
1299,24,Drama
1300,12,Drama
1301,10,Drama
1302,12,Drama
1303,22,Drama
1304,13,Drama
1305,13,Drama
1306,10,Drama
1307,14,Drama
1308,1,Drama
1309,12,Drama
1310,2,Documentary
1311,0,Comedy
1312,11,Drama
1313,23,Drama
1314,14,Drama
1315,21,Documentary
1316,23,Drama
1317,0,Comedy
1318,0,Comedy
1319,1,Drama
1320,10,Drama
1321,5,Horror
1322,3,Thriller
1323,5,Horror
1324,3,Thriller
1325,3,Thriller
1326,5,Horror
1327,5,Horror
1328,3,Thriller
1329,5,Horror
1330,5,Horror
1331,5,Horror
1332,5,Horror
1333,3,Thriller
1334,10,Drama
1335,5,Horror
1336,5,Horror
1337,5,Horror
1339,5,Horror
1340,5,Horror
1341,5,Horror
1342,5,Horror
1343,11,Drama
1344,4,Drama
1345,3,Thriller
1346,5,Horror
1347,3,Thriller
1348,5,Horror
1349,1,Drama
1350,5,Horror
1351,18,Drama
1352,18,Drama
1353,14,Drama
1354,12,Drama
1355,11,Drama
1356,10,Drama
1357,12,Drama
1358,12,Drama
1359,7,Comedy
1360,23,Drama
1361,11,Drama
1362,6,Drama
1363,12,Drama
1364,10,Drama
1365,6,Drama
1366,6,Drama
1367,7,Comedy
1368,1,Drama
1369,11,Drama
1370,20,Drama
1371,10,Drama
1372,10,Drama
1373,10,Drama
1374,10,Drama
1375,10,Drama
1376,10,Drama
1377,7,Comedy
1378,13,Drama
1379,13,Drama
1380,14,Drama
1381,0,Comedy
1382,18,Drama
1383,10,Drama
1384,23,Drama
1385,20,Drama
1386,13,Drama
1387,5,Horror
1388,5,Horror
1389,5,Horror
1390,0,Comedy
1391,10,Drama
1392,8,Drama
1393,0,Comedy
1394,0,Comedy
1395,0,Comedy
1396,18,Drama
1397,8,Drama
1398,24,Drama
1399,8,Drama
1400,12,Drama
1401,4,Drama
1404,18,Drama
1405,0,Comedy
1406,6,Drama
1407,3,Thriller
1408,24,Drama
1409,0,Comedy
1410,6,Drama
1411,6,Drama
1412,12,Drama
1413,15,Comedy
1414,8,Drama
1415,11,Drama
1416,6,Drama
1417,6,Drama
1419,12,Drama
1420,2,Documentary
1421,2,Documentary
1422,4,Drama
1423,1,Drama
1424,18,Drama
1425,7,Comedy
1426,7,Comedy
1427,20,Drama
1428,12,Drama
1429,18,Drama
1430,16,Drama
1431,16,Drama
1432,18,Drama
1433,5,Horror
1434,23,Drama
1436,14,Drama
1437,8,Drama
1438,18,Drama
1439,0,Comedy
1440,18,Drama
1441,0,Comedy
1442,12,Drama
1443,21,Documentary
1444,1,Drama
1445,0,Comedy
1446,9,Drama
1447,18,Drama
1448,21,Documentary
1449,0,Comedy
1450,24,Drama
1453,6,Drama
1454,23,Drama
1455,14,Drama
1456,18,Drama
1457,14,Drama
1458,23,Drama
1459,20,Drama
1460,0,Comedy
1461,0,Comedy
1462,1,Drama
1463,14,Drama
1464,4,Drama
1465,4,Drama
1466,18,Drama
1467,19,Drama
1468,14,Drama
1470,2,Documentary
1471,14,Drama
1472,18,Drama
1473,0,Comedy
1474,1,Drama
1475,17,Drama
1476,0,Comedy
1477,14,Drama
1479,20,Drama
1480,11,Drama
1482,0,Comedy
1483,11,Drama
1484,14,Drama
1485,0,Comedy
1486,23,Drama
1487,9,Drama
1488,18,Drama
1489,7,Comedy
1490,0,Comedy
1493,14,Drama
1494,12,Drama
1495,22,Drama
1496,6,Drama
1497,20,Drama
1498,14,Drama
1499,22,Drama
1500,20,Drama
1501,18,Drama
1502,14,Drama
1503,18,Drama
1504,12,Drama
1507,24,Drama
1508,18,Drama
1509,14,Drama
1510,23,Drama
1511,6,Drama
1513,8,Drama
1514,6,Drama
1515,10,Drama
1516,24,Drama
1517,20,Drama
1518,18,Drama
1519,9,Drama
1520,12,Drama
1522,8,Drama
1523,18,Drama
1524,12,Drama
1525,22,Drama
1526,0,Comedy
1527,10,Drama
1528,14,Drama
1529,14,Drama
1531,8,Drama
1532,14,Drama
1533,9,Drama
1534,6,Drama
1535,12,Drama
1537,16,Drama
1538,7,Comedy
1539,0,Comedy
1541,14,Drama
1542,0,Comedy
1543,23,Drama
1544,10,Drama
1545,8,Drama
1546,11,Drama
1547,1,Drama
1548,24,Drama
1549,22,Drama
1550,0,Comedy
1551,7,Comedy
1552,20,Drama
1553,14,Drama
1554,16,Drama
1555,14,Drama
1556,20,Drama
1557,0,Comedy
1558,14,Drama
1559,1,Drama
1561,14,Drama
1562,22,Drama
1563,23,Drama
1564,9,Drama
1565,0,Comedy
1566,22,Drama
1567,12,Drama
1568,8,Drama
1569,14,Drama
1570,16,Drama
1571,14,Drama
1572,6,Drama
1573,18,Drama
1574,14,Drama
1575,19,Drama
1577,23,Drama
1578,11,Drama
1579,23,Drama
1580,10,Drama
1581,15,Comedy
1582,7,Comedy
1583,7,Comedy
1584,10,Drama
1585,14,Drama
1586,24,Drama
1587,22,Drama
1588,7,Comedy
1589,18,Drama
1590,10,Drama
1591,10,Drama
1592,0,Comedy
1593,14,Drama
1594,14,Drama
1595,7,Comedy
1596,8,Drama
1597,20,Drama
1598,18,Drama
1599,22,Drama
1600,23,Drama
1601,18,Drama
1602,0,Comedy
1603,5,Horror
1604,18,Drama
1605,18,Drama
1606,22,Drama
1608,20,Drama
1609,12,Drama
1610,20,Drama
1611,12,Drama
1612,0,Comedy
1613,0,Comedy
1614,0,Comedy
1615,20,Drama
1616,20,Drama
1617,18,Drama
1619,24,Drama
1620,11,Drama
1621,8,Drama
1622,23,Drama
1623,5,Horror
1624,8,Drama
1625,11,Drama
1626,20,Drama
1627,18,Drama
1628,12,Drama
1629,14,Drama
1630,1,Drama
1631,20,Drama
1632,23,Drama
1633,12,Drama
1635,8,Drama
1636,4,Drama
1639,14,Drama
1640,14,Drama
1641,0,Comedy
1642,1,Drama
1643,6,Drama
1644,11,Drama
1645,18,Drama
1646,1,Drama
1647,18,Drama
1648,14,Drama
1649,21,Documentary
1650,6,Drama
1651,0,Comedy
1652,2,Documentary
1653,10,Drama
1654,6,Drama
1655,10,Drama
1656,6,Drama
1657,21,Documentary
1658,14,Drama
1659,1,Drama
1660,8,Drama
1661,18,Drama
1662,18,Drama
